DIA,MES,ANO,HORA,MINUTO,ORIGEM,DESTINO
10,4,2014,3,22,999-999,651-336
10,4,2014,3,27,888-888,156-115
10,4,2014,3,27,888-888,449-655
10,4,2014,3,35,999-999,761-931
10,4,2014,3,39,777-777,368-095
10,4,2014,3,39,888-888,953-940
10,4,2014,3,42,777-777,139-853
10,4,2014,4,5,777-777,644-829
10,4,2014,4,11,777-777,829-984
10,4,2014,4,31,999-999,460-290
10,4,2014,4,31,777-777,729-133
10,4,2014,4,31,888-888,358-198
10,4,2014,4,37,888-888,156-115
10,4,2014,4,42,888-888,354-512
10,4,2014,4,55,999-999,185-652
10,4,2014,5,9,999-999,606-969
10,4,2014,5,18,888-888,641-895
10,4,2014,5,28,777-777,540-451
10,4,2014,5,39,888-888,598-389
10,4,2014,5,51,888-888,384-737
10,4,2014,5,56,777-777,728-994
10,4,2014,6,4,999-999,664-435
10,4,2014,6,7,888-888,422-699
10,4,2014,6,42,888-888,566-456
10,4,2014,7,11,999-999,434-112
10,4,2014,7,35,999-999,129-360
10,4,2014,7,43,777-777,494-318
10,4,2014,8,1,999-999,667-741
10,4,2014,8,8,777-777,220-106
10,4,2014,8,9,999-999,689-975
10,4,2014,8,12,888-888,853-439
10,4,2014,8,15,888-888,545-330
10,4,2014,8,22,888-888,689-975
10,4,2014,8,23,999-999,654-531
10,4,2014,8,26,999-999,977-895
10,4,2014,8,33,888-888,530-135
10,4,2014,8,35,777-777,830-719
10,4,2014,8,44,999-999,523-638
10,4,2014,8,45,888-888,728-994
10,4,2014,8,55,999-999,977-895
10,4,2014,9,11,999-999,205-205
10,4,2014,9,19,999-999,524-351
10,4,2014,9,38,888-888,910-460
10,4,2014,9,39,999-999,530-135
10,4,2014,9,40,888-888,584-794
10,4,2014,9,43,888-888,799-963
10,4,2014,9,51,888-888,521-151
10,4,2014,9,52,999-999,830-719
10,4,2014,9,53,777-777,128-973
10,4,2014,10,5,777-777,276-237
10,4,2014,10,8,999-999,990-940
10,4,2014,10,20,777-777,449-655
10,4,2014,10,21,999-999,705-911
10,4,2014,10,24,888-888,527-735
10,4,2014,10,26,888-888,953-940
10,4,2014,10,28,999-999,494-318
10,4,2014,10,35,777-777,139-853
10,4,2014,10,41,999-999,434-112
10,4,2014,10,46,999-999,814-087
10,4,2014,10,50,999-999,706-375
10,4,2014,10,56,999-999,668-901
10,4,2014,10,57,999-999,521-151
10,4,2014,11,9,777-777,667-741
10,4,2014,11,22,777-777,946-500
10,4,2014,11,24,777-777,394-441
10,4,2014,11,29,888-888,148-880
10,4,2014,11,29,777-777,962-084
10,4,2014,11,52,777-777,799-963
10,4,2014,12,1,777-777,700-151
10,4,2014,12,3,888-888,309-289
10,4,2014,12,12,888-888,386-800
10,4,2014,12,26,999-999,358-198
10,4,2014,13,8,999-999,689-975
10,4,2014,13,26,888-888,729-133
10,4,2014,13,29,999-999,836-032
10,4,2014,13,30,888-888,836-032
10,4,2014,13,30,888-888,598-558
10,4,2014,13,36,999-999,664-435
10,4,2014,13,40,888-888,641-895
10,4,2014,13,54,888-888,414-720
10,4,2014,13,57,888-888,422-699
10,4,2014,14,10,777-777,828-423
10,4,2014,14,27,777-777,711-811
10,4,2014,14,29,888-888,795-375
10,4,2014,14,30,888-888,554-823
10,4,2014,14,49,777-777,494-318
10,4,2014,15,18,777-777,220-106
10,4,2014,15,33,888-888,734-320
10,4,2014,15,38,999-999,830-719
10,4,2014,15,43,777-777,645-289
10,4,2014,15,58,999-999,569-307
10,4,2014,16,7,888-888,560-747
10,4,2014,16,16,888-888,702-839
10,4,2014,16,35,777-777,638-233
10,4,2014,17,2,888-888,205-205
10,4,2014,17,19,777-777,860-973
10,4,2014,17,27,999-999,850-469
10,4,2014,17,32,777-777,414-720
10,4,2014,18,6,999-999,895-483
10,4,2014,18,12,777-777,110-733
10,4,2014,18,34,888-888,606-969
10,4,2014,18,51,999-999,860-973
10,4,2014,18,53,777-777,778-692
10,4,2014,19,7,999-999,977-895
10,4,2014,19,19,999-999,598-389
10,4,2014,19,21,999-999,795-375
10,4,2014,19,35,888-888,977-895
10,4,2014,19,41,999-999,295-838
10,4,2014,19,52,777-777,186-069
10,4,2014,19,53,999-999,185-652
10,4,2014,20,9,999-999,709-539
10,4,2014,20,9,999-999,706-375
10,4,2014,20,13,999-999,828-423
10,4,2014,20,16,999-999,290-129
10,4,2014,20,29,777-777,521-151
10,4,2014,20,33,777-777,654-531
10,4,2014,20,35,777-777,705-911
10,4,2014,21,20,999-999,550-515
10,4,2014,21,42,999-999,215-621
10,4,2014,21,55,777-777,664-435
10,4,2014,22,1,999-999,744-955
10,4,2014,22,4,999-999,830-719
10,4,2014,22,11,777-777,203-051
10,4,2014,22,13,777-777,315-664
10,4,2014,22,24,888-888,569-307
10,4,2014,22,39,999-999,659-340
10,4,2014,22,44,777-777,422-699
10,4,2014,22,48,777-777,664-435
10,4,2014,22,55,888-888,702-839
10,4,2014,23,0,888-888,215-621
10,4,2014,23,2,777-777,449-580
10,4,2014,23,25,777-777,524-351
10,4,2014,23,52,777-777,977-895
10,4,2014,23,58,777-777,837-966
11,4,2014,0,0,999-999,354-512
11,4,2014,0,1,888-888,638-077
11,4,2014,0,5,999-999,550-515
11,4,2014,0,18,888-888,946-500
11,4,2014,0,25,777-777,449-580
11,4,2014,0,33,999-999,895-483
11,4,2014,0,37,999-999,110-733
11,4,2014,0,41,999-999,185-652
11,4,2014,0,58,888-888,148-880
11,4,2014,1,3,999-999,129-360
11,4,2014,1,43,888-888,393-359
11,4,2014,1,47,777-777,641-895
11,4,2014,1,54,999-999,705-911
11,4,2014,2,13,777-777,394-441
11,4,2014,2,15,777-777,160-939
11,4,2014,2,16,999-999,853-439
11,4,2014,2,18,777-777,876-218
11,4,2014,2,21,777-777,705-911
11,4,2014,2,29,888-888,127-743
11,4,2014,3,6,777-777,215-621
11,4,2014,3,6,777-777,368-095
11,4,2014,3,15,999-999,895-483
11,4,2014,3,37,999-999,295-838
11,4,2014,3,51,777-777,096-996
11,4,2014,3,58,777-777,347-222
11,4,2014,4,6,777-777,270-713
11,4,2014,4,8,999-999,368-095
11,4,2014,4,10,777-777,659-340
11,4,2014,4,19,777-777,705-198
11,4,2014,4,19,999-999,110-733
11,4,2014,4,19,999-999,185-652
11,4,2014,4,32,999-999,799-963
11,4,2014,4,39,999-999,709-539
11,4,2014,4,50,999-999,744-955
11,4,2014,5,2,888-888,334-388
11,4,2014,5,29,888-888,441-856
11,4,2014,5,38,777-777,853-439
11,4,2014,5,41,999-999,131-864
11,4,2014,5,43,777-777,468-349
11,4,2014,6,2,999-999,853-439
11,4,2014,6,6,888-888,362-450
11,4,2014,6,13,777-777,295-838
11,4,2014,6,22,999-999,884-481
11,4,2014,6,37,888-888,175-794
11,4,2014,6,44,999-999,894-693
11,4,2014,6,45,777-777,264-323
11,4,2014,6,50,888-888,494-318
11,4,2014,6,51,888-888,598-558
11,4,2014,6,55,999-999,641-926
11,4,2014,7,1,888-888,186-069
11,4,2014,7,12,777-777,668-901
11,4,2014,7,27,888-888,110-733
11,4,2014,7,36,999-999,702-839
11,4,2014,7,49,999-999,358-198
11,4,2014,7,54,999-999,276-237
11,4,2014,7,55,888-888,315-664
11,4,2014,7,58,999-999,826-107
11,4,2014,8,4,999-999,422-699
11,4,2014,8,13,888-888,393-359
11,4,2014,8,14,999-999,761-931
11,4,2014,8,17,888-888,110-733
11,4,2014,8,27,999-999,203-051
11,4,2014,8,46,777-777,990-940
11,4,2014,8,48,999-999,286-218
11,4,2014,8,48,777-777,148-880
11,4,2014,8,49,888-888,148-880
11,4,2014,8,53,999-999,386-800
11,4,2014,8,56,888-888,530-135
11,4,2014,9,1,888-888,139-853
11,4,2014,9,6,888-888,276-237
11,4,2014,9,11,888-888,175-794
11,4,2014,9,12,999-999,560-747
11,4,2014,9,22,777-777,407-179
11,4,2014,9,32,888-888,175-794
11,4,2014,9,53,777-777,554-823
11,4,2014,10,0,888-888,434-112
11,4,2014,10,27,777-777,830-719
11,4,2014,10,40,888-888,705-911
11,4,2014,10,44,999-999,799-963
11,4,2014,11,2,999-999,460-290
11,4,2014,11,48,999-999,309-289
11,4,2014,11,57,777-777,420-586
11,4,2014,12,18,888-888,729-133
11,4,2014,12,37,777-777,393-359
11,4,2014,12,55,777-777,286-218
11,4,2014,12,58,999-999,860-973
11,4,2014,13,32,999-999,876-218
11,4,2014,13,56,777-777,729-133
11,4,2014,14,10,999-999,689-975
11,4,2014,14,13,999-999,895-483
11,4,2014,14,28,777-777,290-129
11,4,2014,14,32,888-888,441-856
11,4,2014,14,36,999-999,795-375
11,4,2014,14,36,888-888,374-261
11,4,2014,14,36,888-888,407-179
11,4,2014,14,38,777-777,550-515
11,4,2014,14,41,777-777,946-500
11,4,2014,14,52,888-888,705-198
11,4,2014,15,6,999-999,192-992
11,4,2014,15,13,777-777,641-895
11,4,2014,15,16,999-999,641-926
11,4,2014,15,18,777-777,186-069
11,4,2014,15,31,888-888,709-539
11,4,2014,15,42,999-999,479-476
11,4,2014,15,55,777-777,644-829
11,4,2014,16,21,888-888,131-864
11,4,2014,16,27,777-777,347-222
11,4,2014,16,28,999-999,914-310
11,4,2014,17,18,777-777,437-032
11,4,2014,17,31,888-888,185-652
11,4,2014,17,37,777-777,668-901
11,4,2014,17,41,999-999,133-919
11,4,2014,17,44,888-888,689-975
11,4,2014,17,48,999-999,828-423
11,4,2014,17,49,777-777,468-349
11,4,2014,17,53,999-999,853-439
11,4,2014,17,53,888-888,814-087
11,4,2014,17,59,777-777,460-290
11,4,2014,18,2,888-888,110-733
11,4,2014,18,41,888-888,828-423
11,4,2014,18,43,999-999,511-592
11,4,2014,18,54,777-777,393-359
11,4,2014,18,55,777-777,837-966
11,4,2014,18,57,888-888,523-638
11,4,2014,19,22,888-888,952-129
11,4,2014,19,26,999-999,215-621
11,4,2014,19,36,999-999,946-500
11,4,2014,19,45,888-888,705-198
11,4,2014,19,59,999-999,276-237
11,4,2014,20,0,777-777,185-652
11,4,2014,20,11,999-999,566-456
11,4,2014,20,16,999-999,946-500
11,4,2014,20,20,888-888,664-435
11,4,2014,20,30,999-999,977-895
11,4,2014,20,53,999-999,860-973
11,4,2014,20,56,777-777,156-115
11,4,2014,21,4,777-777,894-693
11,4,2014,21,9,777-777,651-336
11,4,2014,21,9,888-888,309-289
11,4,2014,21,15,888-888,180-434
11,4,2014,21,20,999-999,521-151
11,4,2014,21,25,777-777,962-084
11,4,2014,21,48,999-999,470-128
11,4,2014,21,52,777-777,689-975
11,4,2014,21,54,888-888,102-704
11,4,2014,21,58,999-999,203-051
11,4,2014,21,58,999-999,668-901
11,4,2014,21,59,888-888,205-205
11,4,2014,22,24,777-777,468-349
11,4,2014,22,29,777-777,711-811
11,4,2014,22,39,888-888,554-823
11,4,2014,22,40,999-999,384-737
11,4,2014,22,46,777-777,641-926
11,4,2014,23,3,999-999,185-652
11,4,2014,23,8,777-777,437-032
11,4,2014,23,13,777-777,914-310
11,4,2014,23,20,999-999,705-198
11,4,2014,23,34,999-999,205-205
11,4,2014,23,55,999-999,358-198
12,4,2014,0,1,777-777,186-069
12,4,2014,0,4,777-777,705-198
12,4,2014,0,13,888-888,243-240
12,4,2014,0,22,888-888,477-266
12,4,2014,0,25,999-999,894-693
12,4,2014,0,47,999-999,215-621
12,4,2014,1,12,888-888,270-713
12,4,2014,1,27,777-777,566-456
12,4,2014,1,43,999-999,702-839
12,4,2014,1,56,999-999,347-222
12,4,2014,1,57,777-777,540-451
12,4,2014,2,19,777-777,836-032
12,4,2014,2,51,999-999,830-001
12,4,2014,2,51,999-999,566-456
12,4,2014,3,5,777-777,220-106
12,4,2014,3,50,999-999,270-713
12,4,2014,3,51,999-999,654-531
12,4,2014,3,59,999-999,641-926
12,4,2014,4,5,888-888,560-747
12,4,2014,4,12,999-999,830-001
12,4,2014,4,15,888-888,523-638
12,4,2014,4,17,999-999,711-811
12,4,2014,4,20,777-777,243-240
12,4,2014,4,27,999-999,523-638
12,4,2014,4,38,999-999,468-349
12,4,2014,4,38,888-888,990-940
12,4,2014,4,41,999-999,129-360
12,4,2014,4,48,777-777,426-972
12,4,2014,4,54,888-888,315-664
12,4,2014,5,4,999-999,550-515
12,4,2014,5,4,888-888,894-693
12,4,2014,5,5,777-777,829-984
12,4,2014,5,8,777-777,990-940
12,4,2014,5,48,888-888,711-811
12,4,2014,6,8,999-999,736-976
12,4,2014,6,14,999-999,569-307
12,4,2014,6,45,888-888,521-151
12,4,2014,7,12,777-777,895-483
12,4,2014,7,27,888-888,334-388
12,4,2014,7,30,999-999,910-460
12,4,2014,7,48,777-777,521-151
12,4,2014,7,55,999-999,096-996
12,4,2014,7,56,999-999,638-233
12,4,2014,8,9,999-999,689-975
12,4,2014,8,22,999-999,527-735
12,4,2014,8,25,888-888,761-931
12,4,2014,8,25,777-777,693-046
12,4,2014,8,33,888-888,215-621
12,4,2014,8,42,999-999,384-737
12,4,2014,8,47,888-888,415-119
12,4,2014,8,51,888-888,774-014
12,4,2014,9,1,777-777,295-838
12,4,2014,9,15,888-888,334-388
12,4,2014,9,30,888-888,734-320
12,4,2014,10,5,777-777,884-481
12,4,2014,10,5,999-999,249-168
12,4,2014,10,18,888-888,270-713
12,4,2014,10,27,777-777,876-218
12,4,2014,10,30,888-888,511-261
12,4,2014,10,40,777-777,828-423
12,4,2014,10,44,888-888,566-456
12,4,2014,10,46,777-777,192-992
12,4,2014,11,8,999-999,309-289
12,4,2014,11,22,999-999,407-179
12,4,2014,11,52,777-777,778-383
12,4,2014,12,6,888-888,946-500
12,4,2014,12,9,888-888,384-737
12,4,2014,12,10,777-777,895-483
12,4,2014,12,29,777-777,828-423
12,4,2014,12,33,777-777,598-389
12,4,2014,12,58,999-999,667-741
12,4,2014,13,1,999-999,761-931
12,4,2014,13,26,999-999,096-996
12,4,2014,13,30,888-888,836-032
12,4,2014,13,48,888-888,895-483
12,4,2014,13,51,888-888,468-349
12,4,2014,13,51,999-999,706-375
12,4,2014,13,51,999-999,449-580
12,4,2014,13,54,888-888,895-483
12,4,2014,14,3,777-777,850-469
12,4,2014,14,25,888-888,644-829
12,4,2014,14,31,777-777,641-926
12,4,2014,14,34,888-888,358-198
12,4,2014,14,42,777-777,814-087
12,4,2014,15,7,888-888,264-323
12,4,2014,15,11,888-888,598-558
12,4,2014,15,13,777-777,876-218
12,4,2014,15,20,888-888,895-483
12,4,2014,15,20,999-999,479-476
12,4,2014,15,32,777-777,705-911
12,4,2014,15,40,777-777,249-168
12,4,2014,15,49,888-888,860-973
12,4,2014,15,50,777-777,468-349
12,4,2014,15,52,777-777,295-838
12,4,2014,15,59,777-777,977-895
12,4,2014,16,30,888-888,910-460
12,4,2014,16,35,999-999,420-586
12,4,2014,16,37,777-777,220-106
12,4,2014,16,47,999-999,705-198
12,4,2014,17,7,999-999,156-115
12,4,2014,17,8,999-999,276-237
12,4,2014,17,22,888-888,651-336
12,4,2014,17,22,888-888,148-880
12,4,2014,17,24,777-777,914-310
12,4,2014,17,31,888-888,494-318
12,4,2014,17,53,777-777,953-940
12,4,2014,18,4,999-999,664-435
12,4,2014,18,23,999-999,774-014
12,4,2014,18,34,999-999,494-318
12,4,2014,18,42,999-999,264-323
12,4,2014,18,54,888-888,394-441
12,4,2014,19,5,777-777,884-481
12,4,2014,19,16,888-888,744-955
12,4,2014,19,23,999-999,814-087
12,4,2014,19,24,999-999,131-864
12,4,2014,19,26,999-999,830-001
12,4,2014,19,45,777-777,728-994
12,4,2014,19,52,999-999,778-692
12,4,2014,19,56,888-888,220-106
12,4,2014,19,58,999-999,540-451
12,4,2014,20,11,999-999,644-829
12,4,2014,20,49,888-888,598-558
12,4,2014,20,53,999-999,523-638
12,4,2014,20,59,777-777,243-240
12,4,2014,21,12,999-999,102-704
12,4,2014,21,12,999-999,914-310
12,4,2014,21,15,999-999,705-911
12,4,2014,21,30,777-777,645-289
12,4,2014,21,42,888-888,774-014
12,4,2014,21,48,999-999,468-349
12,4,2014,21,51,999-999,860-973
12,4,2014,22,5,999-999,545-330
12,4,2014,22,33,777-777,837-966
12,4,2014,22,36,888-888,540-451
12,4,2014,22,45,999-999,826-107
12,4,2014,22,51,999-999,290-129
12,4,2014,22,58,999-999,358-198
12,4,2014,23,4,777-777,700-151
12,4,2014,23,6,999-999,977-895
12,4,2014,23,13,888-888,270-713
12,4,2014,23,14,999-999,774-014
12,4,2014,23,21,777-777,527-735
12,4,2014,23,52,888-888,192-992
12,4,2014,23,56,999-999,828-423
13,4,2014,0,4,777-777,651-336
13,4,2014,0,16,777-777,952-129
13,4,2014,0,27,999-999,315-664
13,4,2014,0,40,888-888,706-375
13,4,2014,0,44,777-777,774-014
13,4,2014,0,53,888-888,895-483
13,4,2014,0,58,888-888,185-652
13,4,2014,1,3,888-888,470-128
13,4,2014,1,6,999-999,477-266
13,4,2014,1,8,777-777,962-084
13,4,2014,1,16,888-888,644-829
13,4,2014,1,47,888-888,460-290
13,4,2014,1,49,888-888,554-823
13,4,2014,2,0,888-888,437-032
13,4,2014,2,15,777-777,524-351
13,4,2014,2,16,888-888,347-222
13,4,2014,2,24,999-999,702-839
13,4,2014,2,29,888-888,441-856
13,4,2014,2,29,888-888,952-129
13,4,2014,2,50,777-777,953-940
13,4,2014,3,12,999-999,394-441
13,4,2014,3,12,999-999,799-963
13,4,2014,3,17,777-777,521-151
13,4,2014,3,43,999-999,215-621
13,4,2014,3,49,777-777,706-375
13,4,2014,3,56,777-777,693-046
13,4,2014,4,1,777-777,952-129
13,4,2014,4,18,999-999,700-151
13,4,2014,4,30,888-888,814-087
13,4,2014,5,18,777-777,664-435
13,4,2014,5,21,888-888,728-994
13,4,2014,5,32,888-888,358-198
13,4,2014,5,34,999-999,530-135
13,4,2014,5,37,777-777,667-741
13,4,2014,5,44,777-777,131-864
13,4,2014,5,49,888-888,641-895
13,4,2014,5,56,888-888,676-556
13,4,2014,5,59,777-777,286-218
13,4,2014,6,5,999-999,127-743
13,4,2014,6,7,999-999,460-290
13,4,2014,6,21,999-999,705-198
13,4,2014,7,13,888-888,518-403
13,4,2014,7,40,777-777,470-128
13,4,2014,7,41,999-999,276-237
13,4,2014,7,49,999-999,860-973
13,4,2014,8,3,777-777,156-115
13,4,2014,8,17,777-777,895-483
13,4,2014,8,26,777-777,566-456
13,4,2014,8,28,777-777,437-032
13,4,2014,8,29,999-999,560-747
13,4,2014,8,42,999-999,470-128
13,4,2014,9,30,888-888,102-704
13,4,2014,9,40,888-888,895-483
13,4,2014,9,54,777-777,876-218
13,4,2014,10,13,999-999,554-823
13,4,2014,10,21,888-888,761-931
13,4,2014,10,32,888-888,676-556
13,4,2014,10,34,777-777,276-237
13,4,2014,10,47,888-888,774-014
13,4,2014,10,57,888-888,654-531
13,4,2014,11,24,888-888,527-735
13,4,2014,12,6,777-777,295-838
13,4,2014,12,39,999-999,148-880
13,4,2014,12,46,999-999,354-512
13,4,2014,13,0,888-888,895-483
13,4,2014,13,5,777-777,830-719
13,4,2014,13,8,777-777,638-077
13,4,2014,13,30,777-777,139-853
13,4,2014,13,37,999-999,728-994
13,4,2014,13,42,999-999,709-539
13,4,2014,13,49,777-777,795-375
13,4,2014,13,55,999-999,829-984
13,4,2014,14,7,999-999,479-476
13,4,2014,14,21,999-999,729-133
13,4,2014,14,26,777-777,415-119
13,4,2014,14,43,888-888,799-963
13,4,2014,14,51,888-888,550-515
13,4,2014,14,56,999-999,651-336
13,4,2014,15,20,888-888,689-975
13,4,2014,15,32,888-888,414-720
13,4,2014,15,36,777-777,830-719
13,4,2014,15,38,888-888,761-931
13,4,2014,15,39,999-999,860-973
13,4,2014,15,48,777-777,598-558
13,4,2014,15,51,999-999,977-895
13,4,2014,16,3,888-888,170-652
13,4,2014,16,14,777-777,160-939
13,4,2014,16,14,999-999,774-014
13,4,2014,16,21,777-777,914-310
13,4,2014,16,22,777-777,527-735
13,4,2014,16,24,888-888,175-794
13,4,2014,17,2,999-999,362-450
13,4,2014,17,4,888-888,977-895
13,4,2014,17,5,888-888,560-747
13,4,2014,17,5,999-999,689-975
13,4,2014,17,9,777-777,477-266
13,4,2014,17,13,777-777,394-441
13,4,2014,17,23,888-888,286-218
13,4,2014,17,29,777-777,693-046
13,4,2014,17,43,999-999,876-218
13,4,2014,17,51,777-777,689-975
13,4,2014,17,58,999-999,814-087
13,4,2014,18,0,999-999,977-895
13,4,2014,18,10,999-999,953-940
13,4,2014,18,30,999-999,829-984
13,4,2014,18,30,999-999,449-580
13,4,2014,18,30,777-777,192-992
13,4,2014,18,33,777-777,511-592
13,4,2014,18,44,777-777,554-823
13,4,2014,19,7,999-999,644-829
13,4,2014,19,14,777-777,795-375
13,4,2014,19,18,999-999,441-856
13,4,2014,19,24,888-888,368-095
13,4,2014,19,40,777-777,203-051
13,4,2014,19,40,999-999,584-794
13,4,2014,20,4,888-888,102-704
13,4,2014,20,16,999-999,884-481
13,4,2014,20,17,999-999,830-719
13,4,2014,20,29,888-888,778-692
13,4,2014,21,5,888-888,641-926
13,4,2014,21,7,999-999,778-383
13,4,2014,21,40,888-888,470-128
13,4,2014,21,47,999-999,914-310
13,4,2014,21,56,888-888,702-839
13,4,2014,22,1,777-777,853-439
13,4,2014,22,4,777-777,778-383
13,4,2014,22,5,888-888,953-940
13,4,2014,22,6,777-777,706-375
13,4,2014,22,16,777-777,139-853
13,4,2014,22,17,888-888,711-811
13,4,2014,22,19,777-777,830-001
13,4,2014,22,27,777-777,156-115
13,4,2014,22,33,999-999,850-469
13,4,2014,22,45,777-777,734-320
13,4,2014,23,9,888-888,702-839
13,4,2014,23,16,888-888,334-388
13,4,2014,23,36,999-999,264-323
13,4,2014,23,43,999-999,315-664
13,4,2014,23,59,888-888,203-051
14,4,2014,0,28,888-888,795-375
14,4,2014,0,32,777-777,962-084
14,4,2014,0,34,777-777,850-469
14,4,2014,0,38,888-888,220-106
14,4,2014,0,40,888-888,644-829
14,4,2014,0,54,888-888,641-926
14,4,2014,0,59,777-777,185-652
14,4,2014,1,36,999-999,334-388
14,4,2014,1,36,777-777,705-198
14,4,2014,1,39,888-888,795-375
14,4,2014,1,47,999-999,778-692
14,4,2014,1,48,777-777,644-829
14,4,2014,1,50,777-777,778-692
14,4,2014,1,55,888-888,651-336
14,4,2014,1,55,777-777,354-512
14,4,2014,2,10,888-888,205-205
14,4,2014,2,12,888-888,102-704
14,4,2014,2,24,888-888,449-655
14,4,2014,3,8,999-999,295-838
14,4,2014,3,9,888-888,850-469
14,4,2014,3,22,888-888,850-469
14,4,2014,3,24,999-999,830-001
14,4,2014,3,26,888-888,437-032
14,4,2014,3,48,888-888,560-747
14,4,2014,4,9,888-888,910-460
14,4,2014,4,11,888-888,977-895
14,4,2014,4,15,888-888,654-531
14,4,2014,4,20,777-777,977-895
14,4,2014,4,20,777-777,830-001
14,4,2014,4,38,777-777,128-973
14,4,2014,4,43,888-888,524-351
14,4,2014,5,6,888-888,706-375
14,4,2014,5,18,888-888,550-515
14,4,2014,5,19,888-888,644-829
14,4,2014,5,27,888-888,175-794
14,4,2014,5,48,999-999,644-829
14,4,2014,5,57,888-888,175-794
14,4,2014,5,58,999-999,830-719
14,4,2014,6,4,999-999,128-973
14,4,2014,6,11,777-777,734-320
14,4,2014,6,15,777-777,494-318
14,4,2014,6,16,999-999,524-351
14,4,2014,6,21,777-777,729-133
14,4,2014,6,27,888-888,139-853
14,4,2014,6,29,777-777,540-451
14,4,2014,6,37,888-888,606-969
14,4,2014,6,43,777-777,286-218
14,4,2014,7,4,777-777,527-735
14,4,2014,7,10,888-888,393-359
14,4,2014,7,29,888-888,295-838
14,4,2014,7,47,888-888,386-800
14,4,2014,7,54,999-999,186-069
14,4,2014,8,1,888-888,598-389
14,4,2014,8,23,999-999,598-558
14,4,2014,8,32,999-999,477-266
14,4,2014,8,39,777-777,374-261
14,4,2014,8,39,888-888,914-310
14,4,2014,9,0,777-777,511-261
14,4,2014,9,31,777-777,131-864
14,4,2014,9,31,999-999,914-310
14,4,2014,9,32,999-999,270-713
14,4,2014,9,52,777-777,386-800
14,4,2014,10,23,777-777,651-336
14,4,2014,10,26,777-777,946-500
14,4,2014,10,37,888-888,133-919
14,4,2014,10,38,999-999,778-383
14,4,2014,10,42,888-888,521-151
14,4,2014,10,45,999-999,946-500
14,4,2014,10,46,777-777,876-218
14,4,2014,11,3,888-888,977-895
14,4,2014,11,19,777-777,778-383
14,4,2014,11,20,777-777,550-515
14,4,2014,11,31,999-999,362-450
14,4,2014,11,34,777-777,362-450
14,4,2014,11,45,888-888,470-128
14,4,2014,11,45,888-888,830-001
14,4,2014,12,1,888-888,554-823
14,4,2014,12,2,777-777,530-135
14,4,2014,12,36,888-888,315-664
14,4,2014,12,39,999-999,129-360
14,4,2014,12,43,777-777,952-129
14,4,2014,12,50,888-888,598-389
14,4,2014,12,56,777-777,540-451
14,4,2014,13,4,777-777,894-693
14,4,2014,13,5,999-999,706-375
14,4,2014,13,7,888-888,524-351
14,4,2014,13,18,999-999,133-919
14,4,2014,13,24,888-888,728-994
14,4,2014,13,32,888-888,799-963
14,4,2014,13,33,777-777,910-460
14,4,2014,13,35,999-999,437-032
14,4,2014,13,57,777-777,834-103
14,4,2014,14,2,777-777,667-741
14,4,2014,14,10,888-888,705-198
14,4,2014,14,18,777-777,895-483
14,4,2014,14,40,888-888,186-069
14,4,2014,14,44,777-777,127-743
14,4,2014,14,52,888-888,659-340
14,4,2014,15,0,777-777,127-743
14,4,2014,15,2,888-888,598-389
14,4,2014,15,4,999-999,812-548
14,4,2014,15,4,888-888,836-032
14,4,2014,15,7,777-777,729-133
14,4,2014,15,8,999-999,215-621
14,4,2014,15,10,999-999,644-829
14,4,2014,15,34,999-999,705-911
14,4,2014,15,39,888-888,131-864
14,4,2014,15,42,777-777,826-107
14,4,2014,15,50,777-777,667-741
14,4,2014,15,59,888-888,368-095
14,4,2014,16,31,888-888,511-261
14,4,2014,16,53,999-999,853-439
14,4,2014,16,57,999-999,264-323
14,4,2014,17,9,888-888,853-439
14,4,2014,17,16,777-777,434-112
14,4,2014,17,27,888-888,734-320
14,4,2014,17,31,888-888,728-994
14,4,2014,17,51,888-888,894-693
14,4,2014,18,21,999-999,778-383
14,4,2014,18,27,888-888,096-996
14,4,2014,18,28,777-777,659-340
14,4,2014,18,31,999-999,110-733
14,4,2014,18,36,999-999,645-289
14,4,2014,18,48,888-888,566-456
14,4,2014,18,48,777-777,812-548
14,4,2014,19,6,888-888,460-290
14,4,2014,19,18,777-777,659-340
14,4,2014,19,35,777-777,358-198
14,4,2014,19,51,888-888,829-984
14,4,2014,19,56,999-999,795-375
14,4,2014,20,14,777-777,518-403
14,4,2014,20,17,888-888,705-198
14,4,2014,20,38,999-999,730-977
14,4,2014,20,47,888-888,394-441
14,4,2014,21,10,999-999,761-931
14,4,2014,21,16,888-888,560-747
14,4,2014,21,17,888-888,203-051
14,4,2014,21,18,888-888,705-911
14,4,2014,21,19,999-999,477-266
14,4,2014,21,40,888-888,730-977
14,4,2014,21,51,888-888,729-133
14,4,2014,21,55,777-777,730-977
14,4,2014,21,59,888-888,598-389
14,4,2014,22,13,888-888,102-704
14,4,2014,22,21,777-777,362-450
14,4,2014,22,45,888-888,415-119
14,4,2014,22,49,999-999,524-351
14,4,2014,23,8,999-999,185-652
14,4,2014,23,17,888-888,468-349
14,4,2014,23,38,777-777,689-975
15,4,2014,0,9,888-888,676-556
15,4,2014,0,16,999-999,730-977
15,4,2014,0,18,777-777,953-940
15,4,2014,0,23,777-777,309-289
15,4,2014,1,1,999-999,180-434
15,4,2014,1,3,777-777,484-815
15,4,2014,1,4,777-777,449-655
15,4,2014,1,5,999-999,729-133
15,4,2014,1,23,777-777,407-179
