DATA,HORA,ORIGEM,DESTINO,TR
16/04/2014,02:21:00,777-777,641-895,F
16/04/2014,02:32:00,999-999,826-107,F
16/04/2014,02:35:00,999-999,778-692,I
16/04/2014,02:38:00,777-777,550-515,I
16/04/2014,03:04:00,999-999,778-692,F
16/04/2014,03:18:00,999-999,761-931,I
16/04/2014,03:24:00,888-888,946-500,F
16/04/2014,03:30:00,888-888,728-994,I
16/04/2014,03:38:00,999-999,761-931,F
16/04/2014,03:38:00,999-999,422-699,I
16/04/2014,03:51:00,888-888,728-994,F
16/04/2014,03:54:00,888-888,243-240,I
16/04/2014,03:59:00,999-999,422-699,F
16/04/2014,04:09:00,999-999,203-051,I
16/04/2014,04:26:00,777-777,550-515,F
16/04/2014,04:33:00,888-888,243-240,F
16/04/2014,04:41:00,999-999,203-051,F
16/04/2014,04:55:00,777-777,393-359,I
16/04/2014,04:57:00,888-888,799-963,I
16/04/2014,04:57:00,777-777,393-359,F
16/04/2014,05:03:00,888-888,799-963,F
16/04/2014,05:25:00,888-888,705-198,I
16/04/2014,05:35:00,999-999,826-107,I
16/04/2014,05:46:00,777-777,415-119,I
16/04/2014,06:01:00,777-777,415-119,F
16/04/2014,06:03:00,777-777,129-360,I
16/04/2014,06:06:00,999-999,826-107,F
16/04/2014,06:09:00,999-999,664-435,I
16/04/2014,06:16:00,777-777,129-360,F
16/04/2014,06:20:00,999-999,664-435,F
16/04/2014,06:48:00,888-888,705-198,F
16/04/2014,06:57:00,777-777,910-460,I
16/04/2014,07:26:00,777-777,910-460,F
16/04/2014,07:26:00,777-777,830-001,I
16/04/2014,07:39:00,999-999,295-838,I
16/04/2014,07:49:00,999-999,295-838,F
16/04/2014,07:50:00,999-999,484-815,I
16/04/2014,07:54:00,888-888,394-441,I
16/04/2014,08:02:00,888-888,394-441,F
16/04/2014,08:22:00,999-999,484-815,F
16/04/2014,08:23:00,888-888,309-289,I
16/04/2014,08:27:00,777-777,830-001,F
16/04/2014,08:29:00,999-999,468-349,I
16/04/2014,08:31:00,999-999,468-349,F
16/04/2014,08:36:00,777-777,374-261,I
16/04/2014,08:54:00,777-777,374-261,F
16/04/2014,08:55:00,777-777,102-704,I
16/04/2014,08:58:00,888-888,309-289,F
16/04/2014,09:17:00,888-888,914-310,I
16/04/2014,09:26:00,888-888,914-310,F
16/04/2014,09:32:00,777-777,102-704,F
16/04/2014,09:36:00,888-888,449-655,I
16/04/2014,09:46:00,777-777,836-032,I
16/04/2014,09:48:00,888-888,449-655,F
16/04/2014,09:48:00,888-888,829-984,I
16/04/2014,10:05:00,999-999,358-198,I
16/04/2014,10:07:00,777-777,836-032,F
16/04/2014,10:07:00,999-999,358-198,F
16/04/2014,10:15:00,777-777,728-994,I
16/04/2014,10:28:00,777-777,728-994,F
16/04/2014,10:37:00,999-999,828-423,I
16/04/2014,10:50:00,999-999,828-423,F
16/04/2014,11:10:00,888-888,829-984,F
16/04/2014,11:12:00,888-888,511-592,I
16/04/2014,11:20:00,777-777,829-984,I
16/04/2014,11:30:00,999-999,374-261,I
16/04/2014,11:31:00,777-777,829-984,F
16/04/2014,11:44:00,999-999,374-261,F
16/04/2014,11:46:00,888-888,511-592,F
16/04/2014,11:49:00,999-999,705-198,I
16/04/2014,11:55:00,777-777,286-218,I
16/04/2014,11:56:00,777-777,286-218,F
16/04/2014,12:10:00,777-777,651-336,I
16/04/2014,12:29:00,777-777,651-336,F
16/04/2014,12:32:00,999-999,705-198,F
16/04/2014,12:50:00,888-888,850-469,I
16/04/2014,13:04:00,999-999,290-129,I
16/04/2014,13:11:00,999-999,290-129,F
16/04/2014,13:36:00,888-888,850-469,F
16/04/2014,13:37:00,777-777,334-388,I
16/04/2014,13:38:00,999-999,110-733,I
16/04/2014,13:39:00,777-777,334-388,F
16/04/2014,13:45:00,777-777,795-375,I
16/04/2014,13:45:00,999-999,110-733,F
16/04/2014,13:47:00,888-888,521-151,I
16/04/2014,13:49:00,999-999,414-720,I
16/04/2014,13:52:00,777-777,795-375,F
16/04/2014,14:14:00,777-777,830-719,I
16/04/2014,14:31:00,888-888,521-151,F
16/04/2014,14:46:00,999-999,414-720,F
16/04/2014,15:04:00,777-777,830-719,F
16/04/2014,15:13:00,777-777,644-829,I
16/04/2014,15:15:00,888-888,470-128,I
16/04/2014,15:25:00,999-999,734-320,I
16/04/2014,15:38:00,999-999,734-320,F
16/04/2014,15:50:00,888-888,470-128,F
16/04/2014,15:55:00,777-777,644-829,F
16/04/2014,16:00:00,999-999,826-107,I
16/04/2014,16:09:00,888-888,554-823,I
16/04/2014,16:11:00,777-777,127-743,I
16/04/2014,16:14:00,888-888,554-823,F
16/04/2014,16:15:00,777-777,127-743,F
16/04/2014,16:15:00,777-777,641-895,I
16/04/2014,16:17:00,999-999,826-107,F
16/04/2014,16:21:00,888-888,437-032,I
16/04/2014,16:40:00,888-888,437-032,F
16/04/2014,16:47:00,999-999,540-451,I
16/04/2014,16:50:00,777-777,641-895,F
16/04/2014,16:55:00,777-777,668-901,I
16/04/2014,17:03:00,999-999,540-451,F
16/04/2014,17:05:00,999-999,518-403,I
16/04/2014,17:18:00,999-999,518-403,F
16/04/2014,17:22:00,888-888,131-864,I
16/04/2014,17:37:00,777-777,668-901,F
16/04/2014,17:38:00,888-888,131-864,F
16/04/2014,17:43:00,888-888,186-069,I
16/04/2014,17:58:00,777-777,426-972,I
16/04/2014,18:01:00,888-888,186-069,F
16/04/2014,18:05:00,777-777,426-972,F
16/04/2014,18:09:00,777-777,127-743,I
16/04/2014,18:31:00,777-777,127-743,F
16/04/2014,18:33:00,999-999,566-456,I
16/04/2014,18:41:00,888-888,386-800,I
16/04/2014,18:47:00,999-999,566-456,F
16/04/2014,18:54:00,777-777,829-984,I
16/04/2014,18:57:00,777-777,829-984,F
16/04/2014,19:08:00,777-777,644-829,I
16/04/2014,19:10:00,888-888,386-800,F
16/04/2014,19:26:00,888-888,415-119,I
16/04/2014,19:26:00,999-999,598-389,I
16/04/2014,19:45:00,999-999,598-389,F
16/04/2014,19:47:00,999-999,736-976,I
16/04/2014,20:08:00,999-999,736-976,F
16/04/2014,20:09:00,999-999,368-095,I
16/04/2014,20:12:00,777-777,644-829,F
16/04/2014,20:14:00,999-999,368-095,F
16/04/2014,20:32:00,777-777,407-179,I
16/04/2014,20:33:00,999-999,362-450,I
16/04/2014,20:35:00,888-888,415-119,F
16/04/2014,20:45:00,777-777,407-179,F
16/04/2014,21:46:00,888-888,641-895,I
16/04/2014,21:51:00,777-777,362-450,I
16/04/2014,21:56:00,999-999,362-450,F
16/04/2014,22:03:00,777-777,362-450,F
16/04/2014,22:05:00,777-777,711-811,I
16/04/2014,22:10:00,888-888,641-895,F
16/04/2014,22:18:00,777-777,711-811,F
16/04/2014,22:19:00,999-999,659-340,I
16/04/2014,22:38:00,888-888,884-481,I
16/04/2014,23:16:00,888-888,884-481,F
16/04/2014,23:18:00,777-777,270-713,I
16/04/2014,23:21:00,999-999,659-340,F
16/04/2014,23:33:00,888-888,437-032,I
16/04/2014,23:39:00,888-888,437-032,F
16/04/2014,23:51:00,999-999,243-240,I
16/04/2014,23:58:00,777-777,270-713,F
17/04/2014,00:02:00,999-999,243-240,F
17/04/2014,00:09:00,777-777,830-719,I
17/04/2014,00:34:00,888-888,441-856,I
17/04/2014,00:42:00,999-999,550-515,I
17/04/2014,01:11:00,888-888,441-856,F
17/04/2014,01:18:00,777-777,830-719,F
17/04/2014,01:19:00,888-888,734-320,I
17/04/2014,01:20:00,999-999,550-515,F
17/04/2014,01:22:00,777-777,102-704,I
17/04/2014,01:31:00,888-888,734-320,F
17/04/2014,01:35:00,777-777,102-704,F
17/04/2014,01:48:00,888-888,393-359,I
17/04/2014,02:04:00,999-999,895-483,I
17/04/2014,02:18:00,999-999,895-483,F
17/04/2014,02:23:00,999-999,566-456,I
17/04/2014,02:23:00,999-999,566-456,F
17/04/2014,02:25:00,999-999,569-307,I
17/04/2014,02:35:00,777-777,560-747,I
17/04/2014,02:51:00,777-777,560-747,F
17/04/2014,02:53:00,777-777,676-556,I
17/04/2014,02:58:00,888-888,393-359,F
17/04/2014,03:11:00,888-888,884-481,I
17/04/2014,03:18:00,777-777,676-556,F
17/04/2014,03:36:00,888-888,884-481,F
17/04/2014,03:43:00,999-999,569-307,F
17/04/2014,04:02:00,777-777,641-895,I
17/04/2014,04:03:00,777-777,641-895,F
17/04/2014,04:08:00,777-777,384-737,I
17/04/2014,04:35:00,999-999,953-940,I
17/04/2014,04:58:00,888-888,953-940,I
17/04/2014,05:02:00,777-777,384-737,F
17/04/2014,05:11:00,999-999,953-940,F
17/04/2014,05:14:00,999-999,778-383,I
17/04/2014,05:28:00,888-888,953-940,F
17/04/2014,05:28:00,888-888,953-940,I
17/04/2014,05:32:00,777-777,606-969,I
17/04/2014,05:35:00,888-888,953-940,F
17/04/2014,05:43:00,999-999,778-383,F
17/04/2014,05:50:00,888-888,705-198,I
17/04/2014,05:55:00,888-888,705-198,F
17/04/2014,06:03:00,888-888,894-693,I
17/04/2014,06:14:00,777-777,606-969,F
17/04/2014,06:29:00,999-999,668-901,I
17/04/2014,06:44:00,888-888,894-693,F
17/04/2014,06:49:00,888-888,185-652,I
17/04/2014,06:56:00,777-777,829-984,I
17/04/2014,06:59:00,777-777,829-984,F
17/04/2014,07:01:00,888-888,185-652,F
17/04/2014,07:02:00,777-777,736-976,I
17/04/2014,07:06:00,777-777,736-976,F
17/04/2014,07:16:00,999-999,668-901,F
17/04/2014,08:03:00,999-999,990-940,I
17/04/2014,08:03:00,999-999,990-940,F
17/04/2014,08:04:00,999-999,460-290,I
17/04/2014,08:09:00,777-777,407-179,I
17/04/2014,08:10:00,888-888,530-135,I
17/04/2014,08:32:00,777-777,407-179,F
17/04/2014,08:36:00,999-999,460-290,F
17/04/2014,08:37:00,777-777,676-556,I
17/04/2014,08:44:00,888-888,530-135,F
17/04/2014,09:01:00,888-888,315-664,I
17/04/2014,09:12:00,777-777,676-556,F
17/04/2014,09:13:00,777-777,566-456,I
17/04/2014,09:18:00,777-777,566-456,F
17/04/2014,09:42:00,999-999,778-383,I
17/04/2014,09:45:00,888-888,315-664,F
17/04/2014,09:50:00,777-777,470-128,I
17/04/2014,09:50:00,999-999,778-383,F
17/04/2014,09:54:00,888-888,836-032,I
17/04/2014,09:58:00,777-777,470-128,F
17/04/2014,10:15:00,777-777,953-940,I
17/04/2014,10:17:00,777-777,953-940,F
17/04/2014,10:17:00,999-999,709-539,I
17/04/2014,10:30:00,777-777,295-838,I
17/04/2014,10:33:00,999-999,709-539,F
17/04/2014,10:36:00,888-888,836-032,F
17/04/2014,10:49:00,999-999,540-451,I
17/04/2014,10:52:00,888-888,910-460,I
17/04/2014,11:07:00,888-888,910-460,F
17/04/2014,11:09:00,999-999,540-451,F
17/04/2014,11:11:00,999-999,693-046,I
17/04/2014,11:23:00,888-888,700-151,I
17/04/2014,11:32:00,999-999,693-046,F
17/04/2014,11:37:00,888-888,700-151,F
17/04/2014,11:39:00,777-777,295-838,F
17/04/2014,12:02:00,999-999,598-389,I
17/04/2014,12:05:00,999-999,598-389,F
17/04/2014,12:09:00,999-999,276-237,I
17/04/2014,12:14:00,999-999,276-237,F
17/04/2014,12:15:00,999-999,133-919,I
17/04/2014,12:32:00,777-777,554-823,I
17/04/2014,12:33:00,777-777,554-823,F
17/04/2014,12:46:00,888-888,368-095,I
17/04/2014,12:59:00,777-777,449-580,I
17/04/2014,13:00:00,999-999,133-919,F
17/04/2014,13:04:00,777-777,449-580,F
17/04/2014,13:09:00,999-999,358-198,I
17/04/2014,13:16:00,999-999,358-198,F
17/04/2014,13:25:00,999-999,729-133,I
17/04/2014,13:25:00,777-777,449-580,I
17/04/2014,14:03:00,999-999,729-133,F
17/04/2014,14:04:00,999-999,420-586,I
17/04/2014,14:08:00,999-999,420-586,F
17/04/2014,14:22:00,777-777,449-580,F
17/04/2014,14:36:00,777-777,160-939,I
17/04/2014,15:03:00,888-888,368-095,F
17/04/2014,15:08:00,777-777,160-939,F
17/04/2014,15:10:00,999-999,139-853,I
17/04/2014,15:13:00,777-777,730-977,I
17/04/2014,15:20:00,777-777,730-977,F
17/04/2014,15:22:00,888-888,521-151,I
17/04/2014,15:32:00,888-888,521-151,F
17/04/2014,15:52:00,999-999,139-853,F
17/04/2014,15:53:00,999-999,415-119,I
17/04/2014,16:10:00,888-888,895-483,I
17/04/2014,16:34:00,777-777,470-128,I
17/04/2014,16:37:00,777-777,470-128,F
17/04/2014,16:59:00,777-777,659-340,I
17/04/2014,17:01:00,999-999,415-119,F
17/04/2014,17:09:00,888-888,895-483,F
17/04/2014,17:14:00,999-999,131-864,I
17/04/2014,17:16:00,888-888,180-434,I
17/04/2014,17:25:00,888-888,180-434,F
17/04/2014,17:26:00,999-999,131-864,F
17/04/2014,17:31:00,999-999,829-984,I
17/04/2014,17:44:00,777-777,659-340,F
17/04/2014,17:44:00,888-888,148-880,I
17/04/2014,17:46:00,888-888,148-880,F
17/04/2014,17:46:00,777-777,264-323,I
17/04/2014,17:54:00,777-777,264-323,F
17/04/2014,17:54:00,888-888,518-403,I
17/04/2014,17:55:00,777-777,384-737,I
17/04/2014,17:59:00,777-777,384-737,F
17/04/2014,18:00:00,888-888,518-403,F
17/04/2014,18:05:00,777-777,422-699,I
17/04/2014,18:05:00,777-777,422-699,F
17/04/2014,18:29:00,777-777,315-664,I
17/04/2014,18:31:00,888-888,460-290,I
17/04/2014,18:40:00,888-888,460-290,F
17/04/2014,18:42:00,777-777,315-664,F
17/04/2014,18:44:00,888-888,449-580,I
17/04/2014,18:45:00,777-777,523-638,I
17/04/2014,18:46:00,999-999,829-984,F
17/04/2014,19:04:00,777-777,523-638,F
17/04/2014,19:09:00,999-999,702-839,I
17/04/2014,19:18:00,999-999,702-839,F
17/04/2014,19:23:00,999-999,645-289,I
17/04/2014,19:33:00,777-777,570-391,I
17/04/2014,19:42:00,888-888,449-580,F
17/04/2014,19:42:00,888-888,139-853,I
17/04/2014,19:50:00,888-888,139-853,F
17/04/2014,19:52:00,777-777,570-391,F
17/04/2014,19:55:00,888-888,186-069,I
17/04/2014,20:02:00,999-999,645-289,F
17/04/2014,20:07:00,999-999,566-456,I
17/04/2014,20:41:00,777-777,434-112,I
17/04/2014,20:53:00,777-777,434-112,F
17/04/2014,20:58:00,888-888,186-069,F
17/04/2014,21:07:00,888-888,276-237,I
17/04/2014,21:19:00,888-888,276-237,F
17/04/2014,21:19:00,777-777,249-168,I
17/04/2014,21:22:00,999-999,566-456,F
17/04/2014,21:38:00,888-888,186-069,I
17/04/2014,21:43:00,777-777,249-168,F
17/04/2014,21:48:00,888-888,186-069,F
17/04/2014,21:51:00,888-888,414-720,I
17/04/2014,21:53:00,888-888,414-720,F
17/04/2014,21:55:00,999-999,203-051,I
17/04/2014,21:56:00,999-999,203-051,F
17/04/2014,22:05:00,777-777,829-984,I
17/04/2014,22:08:00,888-888,422-699,I
17/04/2014,22:15:00,999-999,651-336,I
17/04/2014,22:37:00,999-999,651-336,F
17/04/2014,22:46:00,999-999,730-977,I
17/04/2014,22:47:00,777-777,829-984,F
17/04/2014,22:47:00,777-777,128-973,I
17/04/2014,22:52:00,999-999,730-977,F
17/04/2014,23:27:00,777-777,128-973,F
17/04/2014,23:29:00,888-888,422-699,F
17/04/2014,23:32:00,888-888,494-318,I
17/04/2014,23:40:00,777-777,276-237,I
17/04/2014,23:43:00,888-888,494-318,F
17/04/2014,23:47:00,777-777,276-237,F
17/04/2014,23:55:00,888-888,243-240,I
18/04/2014,00:01:00,888-888,243-240,F
18/04/2014,00:05:00,888-888,734-320,I
18/04/2014,00:10:00,777-777,664-435,I
18/04/2014,00:15:00,888-888,734-320,F
18/04/2014,00:23:00,888-888,914-310,I
18/04/2014,00:37:00,777-777,664-435,F
18/04/2014,00:42:00,999-999,407-179,I
18/04/2014,00:50:00,777-777,315-664,I
18/04/2014,01:00:00,999-999,407-179,F
18/04/2014,01:02:00,999-999,295-838,I
18/04/2014,01:14:00,777-777,315-664,F
18/04/2014,01:30:00,888-888,914-310,F
18/04/2014,01:46:00,999-999,295-838,F
18/04/2014,02:21:00,777-777,185-652,I
18/04/2014,03:17:00,888-888,384-737,I
18/04/2014,03:20:00,777-777,185-652,F
18/04/2014,03:41:00,999-999,270-713,I
18/04/2014,03:46:00,888-888,384-737,F
18/04/2014,04:02:00,777-777,420-586,I
18/04/2014,04:03:00,777-777,420-586,F
18/04/2014,04:06:00,999-999,270-713,F
18/04/2014,04:20:00,888-888,185-652,I
18/04/2014,04:23:00,999-999,850-469,I
18/04/2014,04:33:00,999-999,850-469,F
18/04/2014,04:54:00,888-888,185-652,F
18/04/2014,05:34:00,777-777,834-103,I
18/04/2014,05:35:00,777-777,834-103,F
18/04/2014,05:43:00,999-999,651-336,I
18/04/2014,05:46:00,888-888,554-823,I
18/04/2014,06:21:00,999-999,651-336,F
18/04/2014,06:42:00,777-777,205-205,I
18/04/2014,06:50:00,999-999,812-548,I
18/04/2014,07:19:00,999-999,812-548,F
18/04/2014,07:24:00,888-888,554-823,F
18/04/2014,07:33:00,777-777,205-205,F
18/04/2014,07:33:00,999-999,693-046,I
18/04/2014,08:13:00,777-777,706-375,I
18/04/2014,08:13:00,888-888,598-558,I
18/04/2014,08:13:00,777-777,706-375,F
18/04/2014,08:23:00,999-999,693-046,F
18/04/2014,08:24:00,999-999,524-351,I
18/04/2014,08:28:00,999-999,524-351,F
18/04/2014,08:33:00,999-999,700-151,I
18/04/2014,08:40:00,777-777,129-360,I
18/04/2014,08:48:00,888-888,598-558,F
18/04/2014,08:53:00,777-777,129-360,F
18/04/2014,08:58:00,777-777,407-179,I
18/04/2014,09:05:00,888-888,829-984,I
18/04/2014,09:06:00,999-999,700-151,F
18/04/2014,09:16:00,888-888,829-984,F
18/04/2014,09:51:00,999-999,185-652,I
18/04/2014,10:03:00,777-777,407-179,F
18/04/2014,10:07:00,999-999,185-652,F
18/04/2014,10:14:00,888-888,761-931,I
18/04/2014,10:21:00,888-888,761-931,F
18/04/2014,10:24:00,888-888,736-976,I
18/04/2014,10:41:00,888-888,736-976,F
18/04/2014,10:43:00,999-999,309-289,I
18/04/2014,11:05:00,999-999,309-289,F
18/04/2014,11:09:00,777-777,518-403,I
18/04/2014,11:19:00,888-888,407-179,I
18/04/2014,11:19:00,888-888,407-179,F
18/04/2014,11:27:00,999-999,651-336,I
18/04/2014,11:31:00,888-888,449-580,I
18/04/2014,11:32:00,888-888,449-580,F
18/04/2014,11:42:00,999-999,651-336,F
18/04/2014,11:50:00,888-888,393-359,I
18/04/2014,11:54:00,888-888,393-359,F
18/04/2014,11:56:00,888-888,598-389,I
18/04/2014,11:56:00,999-999,426-972,I
18/04/2014,12:00:00,777-777,518-403,F
18/04/2014,12:04:00,777-777,778-692,I
18/04/2014,12:13:00,777-777,778-692,F
18/04/2014,12:25:00,888-888,598-389,F
18/04/2014,12:26:00,888-888,422-699,I
18/04/2014,12:28:00,888-888,422-699,F
18/04/2014,12:49:00,888-888,584-794,I
18/04/2014,12:51:00,777-777,910-460,I
18/04/2014,12:58:00,888-888,584-794,F
18/04/2014,13:00:00,777-777,910-460,F
18/04/2014,13:03:00,999-999,426-972,F
18/04/2014,13:40:00,777-777,860-973,I
18/04/2014,13:44:00,888-888,368-095,I
18/04/2014,13:53:00,888-888,368-095,F
18/04/2014,13:53:00,999-999,511-261,I
18/04/2014,14:02:00,999-999,511-261,F
18/04/2014,14:27:00,777-777,860-973,F
18/04/2014,14:36:00,777-777,946-500,I
18/04/2014,14:45:00,888-888,651-336,I
18/04/2014,14:52:00,888-888,651-336,F
18/04/2014,14:57:00,777-777,946-500,F
18/04/2014,15:23:00,777-777,215-621,I
18/04/2014,15:26:00,777-777,215-621,F
18/04/2014,15:31:00,777-777,853-439,I
18/04/2014,15:35:00,888-888,834-103,I
18/04/2014,15:46:00,777-777,853-439,F
18/04/2014,15:56:00,999-999,829-984,I
18/04/2014,16:07:00,777-777,437-032,I
18/04/2014,16:12:00,888-888,834-103,F
18/04/2014,16:14:00,777-777,437-032,F
18/04/2014,16:24:00,999-999,829-984,F
18/04/2014,16:32:00,999-999,186-069,I
18/04/2014,16:47:00,777-777,914-310,I
18/04/2014,16:48:00,999-999,186-069,F
18/04/2014,16:54:00,777-777,914-310,F
18/04/2014,16:57:00,888-888,127-743,I
18/04/2014,17:00:00,777-777,977-895,I
18/04/2014,17:09:00,888-888,127-743,F
18/04/2014,17:31:00,888-888,215-621,I
18/04/2014,17:38:00,999-999,131-864,I
18/04/2014,18:01:00,777-777,977-895,F
18/04/2014,18:13:00,999-999,131-864,F
18/04/2014,18:17:00,999-999,203-051,I
18/04/2014,18:20:00,888-888,215-621,F
18/04/2014,18:22:00,999-999,203-051,F
18/04/2014,18:40:00,888-888,205-205,I
18/04/2014,18:49:00,777-777,946-500,I
18/04/2014,19:10:00,888-888,205-205,F
18/04/2014,19:10:00,888-888,676-556,I
18/04/2014,19:20:00,888-888,676-556,F
18/04/2014,19:27:00,888-888,876-218,I
18/04/2014,19:47:00,777-777,946-500,F
18/04/2014,19:58:00,777-777,910-460,I
18/04/2014,20:10:00,888-888,876-218,F
18/04/2014,20:10:00,888-888,910-460,I
18/04/2014,20:13:00,999-999,518-403,I
18/04/2014,20:19:00,888-888,910-460,F
18/04/2014,20:27:00,888-888,384-737,I
18/04/2014,20:37:00,777-777,910-460,F
18/04/2014,20:39:00,888-888,384-737,F
18/04/2014,20:46:00,888-888,644-829,I
18/04/2014,20:59:00,999-999,518-403,F
18/04/2014,21:19:00,999-999,953-940,I
18/04/2014,21:29:00,999-999,953-940,F
18/04/2014,21:45:00,888-888,644-829,F
18/04/2014,22:05:00,999-999,470-128,I
18/04/2014,22:14:00,888-888,386-800,I
18/04/2014,22:22:00,777-777,175-794,I
18/04/2014,22:37:00,888-888,386-800,F
18/04/2014,23:11:00,777-777,175-794,F
18/04/2014,23:13:00,888-888,131-864,I
18/04/2014,23:31:00,777-777,736-976,I
18/04/2014,23:42:00,777-777,736-976,F
19/04/2014,01:00:00,999-999,470-128,F
19/04/2014,01:17:00,999-999,276-237,I
19/04/2014,01:19:00,888-888,131-864,F
19/04/2014,01:25:00,777-777,358-198,I
19/04/2014,01:26:00,777-777,358-198,F
19/04/2014,01:27:00,777-777,829-984,I
19/04/2014,01:33:00,777-777,829-984,F
19/04/2014,01:38:00,999-999,276-237,F
19/04/2014,01:48:00,777-777,394-441,I
19/04/2014,01:50:00,777-777,394-441,F
19/04/2014,01:56:00,999-999,420-586,I
19/04/2014,01:59:00,777-777,836-032,I
19/04/2014,02:10:00,888-888,705-911,I
19/04/2014,02:32:00,888-888,705-911,F
19/04/2014,02:57:00,888-888,148-880,I
19/04/2014,03:04:00,777-777,836-032,F
19/04/2014,03:32:00,777-777,315-664,I
19/04/2014,03:38:00,777-777,315-664,F
19/04/2014,04:00:00,777-777,205-205,I
19/04/2014,04:04:00,888-888,148-880,F
19/04/2014,04:16:00,888-888,243-240,I
19/04/2014,04:29:00,999-999,420-586,F
19/04/2014,04:29:00,888-888,243-240,F
19/04/2014,05:03:00,777-777,205-205,F
19/04/2014,05:04:00,888-888,836-032,I
19/04/2014,05:06:00,888-888,836-032,F
19/04/2014,05:28:00,999-999,205-205,I
19/04/2014,05:40:00,888-888,668-901,I
19/04/2014,05:56:00,777-777,205-205,I
19/04/2014,06:03:00,999-999,205-205,F
19/04/2014,06:04:00,888-888,668-901,F
19/04/2014,06:16:00,999-999,524-351,I
19/04/2014,06:26:00,777-777,205-205,F
19/04/2014,06:35:00,888-888,220-106,I
19/04/2014,06:45:00,888-888,220-106,F
19/04/2014,06:57:00,999-999,524-351,F
19/04/2014,07:20:00,888-888,374-261,I
19/04/2014,07:22:00,999-999,953-940,I
19/04/2014,07:22:00,999-999,953-940,F
19/04/2014,07:27:00,777-777,527-735,I
19/04/2014,07:35:00,777-777,527-735,F
19/04/2014,07:50:00,999-999,774-014,I
19/04/2014,08:12:00,777-777,540-451,I
19/04/2014,08:13:00,888-888,374-261,F
19/04/2014,08:21:00,888-888,524-351,I
19/04/2014,08:26:00,888-888,524-351,F
19/04/2014,08:46:00,999-999,774-014,F
19/04/2014,08:49:00,999-999,700-151,I
19/04/2014,08:50:00,777-777,540-451,F
19/04/2014,09:12:00,999-999,700-151,F
19/04/2014,09:26:00,999-999,990-940,I
19/04/2014,09:27:00,888-888,477-266,I
19/04/2014,09:41:00,888-888,477-266,F
19/04/2014,09:57:00,777-777,641-926,I
19/04/2014,10:21:00,777-777,641-926,F
19/04/2014,10:21:00,777-777,761-931,I
19/04/2014,10:40:00,999-999,990-940,F
19/04/2014,10:53:00,777-777,761-931,F
19/04/2014,11:07:00,999-999,243-240,I
19/04/2014,11:16:00,888-888,744-955,I
19/04/2014,11:26:00,777-777,693-046,I
19/04/2014,11:26:00,777-777,693-046,F
19/04/2014,11:39:00,999-999,243-240,F
19/04/2014,11:45:00,999-999,711-811,I
19/04/2014,11:45:00,888-888,744-955,F
19/04/2014,12:11:00,777-777,358-198,I
19/04/2014,12:13:00,777-777,358-198,F
19/04/2014,12:25:00,777-777,347-222,I
19/04/2014,12:30:00,999-999,711-811,F
19/04/2014,12:41:00,999-999,441-856,I
19/04/2014,12:43:00,888-888,449-580,I
19/04/2014,12:50:00,999-999,441-856,F
19/04/2014,13:00:00,888-888,449-580,F
19/04/2014,13:13:00,999-999,667-741,I
19/04/2014,13:14:00,999-999,667-741,F
19/04/2014,13:18:00,777-777,347-222,F
19/04/2014,13:22:00,777-777,264-323,I
19/04/2014,13:37:00,999-999,527-735,I
19/04/2014,13:56:00,999-999,527-735,F
19/04/2014,14:06:00,888-888,668-901,I
19/04/2014,14:10:00,777-777,264-323,F
19/04/2014,14:14:00,777-777,654-531,I
19/04/2014,14:25:00,888-888,668-901,F
19/04/2014,14:29:00,777-777,654-531,F
19/04/2014,14:52:00,777-777,654-531,I
19/04/2014,15:02:00,777-777,654-531,F
19/04/2014,15:08:00,999-999,700-151,I
19/04/2014,15:14:00,777-777,654-531,I
19/04/2014,15:23:00,888-888,894-693,I
19/04/2014,15:30:00,777-777,654-531,F
19/04/2014,15:31:00,777-777,962-084,I
19/04/2014,15:32:00,777-777,962-084,F
19/04/2014,15:40:00,888-888,894-693,F
19/04/2014,15:46:00,999-999,700-151,F
19/04/2014,15:47:00,777-777,420-586,I
19/04/2014,15:50:00,999-999,139-853,I
19/04/2014,16:10:00,999-999,139-853,F
19/04/2014,16:10:00,999-999,420-586,I
19/04/2014,16:12:00,999-999,420-586,F
19/04/2014,16:13:00,888-888,884-481,I
19/04/2014,16:14:00,888-888,884-481,F
19/04/2014,16:15:00,999-999,384-737,I
19/04/2014,16:15:00,888-888,734-320,I
19/04/2014,16:22:00,777-777,420-586,F
19/04/2014,16:24:00,999-999,384-737,F
19/04/2014,16:33:00,999-999,334-388,I
19/04/2014,16:38:00,999-999,334-388,F
19/04/2014,16:44:00,777-777,414-720,I
19/04/2014,16:49:00,777-777,414-720,F
19/04/2014,16:57:00,888-888,734-320,F
19/04/2014,17:20:00,777-777,828-423,I
19/04/2014,17:22:00,888-888,175-794,I
19/04/2014,17:35:00,999-999,570-391,I
19/04/2014,17:38:00,777-777,828-423,F
19/04/2014,17:46:00,777-777,407-179,I
19/04/2014,18:00:00,777-777,407-179,F
19/04/2014,18:10:00,888-888,175-794,F
19/04/2014,18:23:00,888-888,829-984,I
19/04/2014,18:23:00,999-999,570-391,F
19/04/2014,18:26:00,999-999,394-441,I
19/04/2014,18:31:00,888-888,829-984,F
19/04/2014,18:34:00,888-888,836-032,I
19/04/2014,18:51:00,999-999,394-441,F
19/04/2014,19:09:00,888-888,836-032,F
