DIA,MES,ANO,HORA,MINUTO,ORIGEM,DESTINO,DESTINO,
16,4,2014,1,46,999-999,394-441,566-456,F
16,4,2014,2,1,888-888,102-704,814-087,F
16,4,2014,2,7,888-888,946-500,946-500,I
16,4,2014,2,9,999-999,139-853,139-853,I
16,4,2014,2,16,999-999,128-973,139-853,F
16,4,2014,2,17,999-999,826-107,826-107,I
16,4,2014,2,21,777-777,705-911,641-895,F
16,4,2014,2,32,999-999,977-895,826-107,F
16,4,2014,2,35,999-999,778-692,778-692,I
16,4,2014,2,38,777-777,550-515,550-515,I
16,4,2014,3,4,999-999,139-853,778-692,F
16,4,2014,3,18,999-999,761-931,761-931,I
16,4,2014,3,24,888-888,422-699,946-500,F
16,4,2014,3,30,888-888,728-994,728-994,I
16,4,2014,3,38,999-999,374-261,761-931,F
16,4,2014,3,38,999-999,422-699,422-699,I
16,4,2014,3,51,888-888,422-699,728-994,F
16,4,2014,3,54,888-888,243-240,243-240,I
16,4,2014,3,59,999-999,128-973,422-699,F
16,4,2014,4,9,999-999,203-051,203-051,I
16,4,2014,4,26,777-777,598-558,550-515,F
16,4,2014,4,33,888-888,814-087,243-240,F
16,4,2014,4,41,999-999,645-289,203-051,F
16,4,2014,4,55,777-777,393-359,393-359,I
16,4,2014,4,57,888-888,799-963,799-963,I
16,4,2014,4,57,777-777,460-290,393-359,F
16,4,2014,5,3,888-888,511-261,799-963,F
16,4,2014,5,25,888-888,705-198,705-198,I
16,4,2014,5,35,999-999,826-107,826-107,I
16,4,2014,5,46,777-777,415-119,415-119,I
16,4,2014,6,1,777-777,354-512,415-119,F
16,4,2014,6,3,777-777,129-360,129-360,I
16,4,2014,6,6,999-999,729-133,826-107,F
16,4,2014,6,9,999-999,664-435,664-435,I
16,4,2014,6,16,777-777,434-112,129-360,F
16,4,2014,6,20,999-999,420-586,664-435,F
16,4,2014,6,48,888-888,812-548,705-198,F
16,4,2014,6,57,777-777,910-460,910-460,I
16,4,2014,7,26,777-777,220-106,910-460,F
16,4,2014,7,26,777-777,830-001,830-001,I
16,4,2014,7,39,999-999,295-838,295-838,I
16,4,2014,7,49,999-999,368-095,295-838,F
16,4,2014,7,50,999-999,484-815,484-815,I
16,4,2014,7,54,888-888,394-441,394-441,I
16,4,2014,8,2,888-888,477-266,394-441,F
16,4,2014,8,22,999-999,705-198,484-815,F
16,4,2014,8,23,888-888,309-289,309-289,I
16,4,2014,8,27,777-777,736-976,830-001,F
16,4,2014,8,29,999-999,468-349,468-349,I
16,4,2014,8,31,999-999,156-115,468-349,F
16,4,2014,8,36,777-777,374-261,374-261,I
16,4,2014,8,54,777-777,374-261,374-261,F
16,4,2014,8,55,777-777,102-704,102-704,I
16,4,2014,8,58,888-888,894-693,309-289,F
16,4,2014,9,17,888-888,914-310,914-310,I
16,4,2014,9,26,888-888,220-106,914-310,F
16,4,2014,9,32,777-777,434-112,102-704,F
16,4,2014,9,36,888-888,449-655,449-655,I
16,4,2014,9,46,777-777,836-032,836-032,I
16,4,2014,9,48,888-888,977-895,449-655,F
16,4,2014,9,48,888-888,829-984,829-984,I
16,4,2014,10,5,999-999,358-198,358-198,I
16,4,2014,10,7,777-777,830-719,836-032,F
16,4,2014,10,7,999-999,705-911,358-198,F
16,4,2014,10,15,777-777,728-994,728-994,I
16,4,2014,10,28,777-777,156-115,728-994,F
16,4,2014,10,37,999-999,828-423,828-423,I
16,4,2014,10,50,999-999,524-351,828-423,F
16,4,2014,11,10,888-888,286-218,829-984,F
16,4,2014,11,12,888-888,511-592,511-592,I
16,4,2014,11,20,777-777,829-984,829-984,I
16,4,2014,11,30,999-999,374-261,374-261,I
16,4,2014,11,31,777-777,530-135,829-984,F
16,4,2014,11,44,999-999,449-655,374-261,F
16,4,2014,11,46,888-888,264-323,511-592,F
16,4,2014,11,49,999-999,705-198,705-198,I
16,4,2014,11,55,777-777,286-218,286-218,I
16,4,2014,11,56,777-777,645-289,286-218,F
16,4,2014,12,10,777-777,651-336,651-336,I
16,4,2014,12,29,777-777,170-652,651-336,F
16,4,2014,12,32,999-999,876-218,705-198,F
16,4,2014,12,50,888-888,850-469,850-469,I
16,4,2014,13,4,999-999,290-129,290-129,I
16,4,2014,13,11,999-999,470-128,290-129,F
16,4,2014,13,36,888-888,914-310,850-469,F
16,4,2014,13,37,777-777,334-388,334-388,I
16,4,2014,13,38,999-999,110-733,110-733,I
16,4,2014,13,39,777-777,569-307,334-388,F
16,4,2014,13,45,777-777,795-375,795-375,I
16,4,2014,13,45,999-999,876-218,110-733,F
16,4,2014,13,47,888-888,521-151,521-151,I
16,4,2014,13,49,999-999,414-720,414-720,I
16,4,2014,13,52,777-777,368-095,795-375,F
16,4,2014,14,14,777-777,830-719,830-719,I
16,4,2014,14,31,888-888,914-310,521-151,F
16,4,2014,14,46,999-999,127-743,414-720,F
16,4,2014,15,4,777-777,309-289,830-719,F
16,4,2014,15,13,777-777,644-829,644-829,I
16,4,2014,15,15,888-888,470-128,470-128,I
16,4,2014,15,25,999-999,734-320,734-320,I
16,4,2014,15,38,999-999,170-652,734-320,F
16,4,2014,15,50,888-888,560-747,470-128,F
16,4,2014,15,55,777-777,693-046,644-829,F
16,4,2014,16,0,999-999,826-107,826-107,I
16,4,2014,16,9,888-888,554-823,554-823,I
16,4,2014,16,11,777-777,127-743,127-743,I
16,4,2014,16,14,888-888,812-548,554-823,F
16,4,2014,16,15,777-777,598-558,127-743,F
16,4,2014,16,15,777-777,641-895,641-895,I
16,4,2014,16,17,999-999,414-720,826-107,F
16,4,2014,16,21,888-888,437-032,437-032,I
16,4,2014,16,40,888-888,422-699,437-032,F
16,4,2014,16,47,999-999,540-451,540-451,I
16,4,2014,16,50,777-777,420-586,641-895,F
16,4,2014,16,55,777-777,668-901,668-901,I
16,4,2014,17,3,999-999,554-823,540-451,F
16,4,2014,17,5,999-999,518-403,518-403,I
16,4,2014,17,18,999-999,560-747,518-403,F
16,4,2014,17,22,888-888,131-864,131-864,I
16,4,2014,17,37,777-777,914-310,668-901,F
16,4,2014,17,38,888-888,270-713,131-864,F
16,4,2014,17,43,888-888,186-069,186-069,I
16,4,2014,17,58,777-777,426-972,426-972,I
16,4,2014,18,1,888-888,638-233,186-069,F
16,4,2014,18,5,777-777,170-652,426-972,F
16,4,2014,18,9,777-777,127-743,127-743,I
16,4,2014,18,31,777-777,705-911,127-743,F
16,4,2014,18,33,999-999,566-456,566-456,I
16,4,2014,18,41,888-888,386-800,386-800,I
16,4,2014,18,47,999-999,946-500,566-456,F
16,4,2014,18,54,777-777,829-984,829-984,I
16,4,2014,18,57,777-777,606-969,829-984,F
16,4,2014,19,8,777-777,644-829,644-829,I
16,4,2014,19,10,888-888,641-895,386-800,F
16,4,2014,19,26,888-888,415-119,415-119,I
16,4,2014,19,26,999-999,598-389,598-389,I
16,4,2014,19,45,999-999,437-032,598-389,F
16,4,2014,19,47,999-999,736-976,736-976,I
16,4,2014,20,8,999-999,415-119,736-976,F
16,4,2014,20,9,999-999,368-095,368-095,I
16,4,2014,20,12,777-777,569-307,644-829,F
16,4,2014,20,14,999-999,946-500,368-095,F
16,4,2014,20,32,777-777,407-179,407-179,I
16,4,2014,20,33,999-999,362-450,362-450,I
16,4,2014,20,35,888-888,799-963,415-119,F
16,4,2014,20,45,777-777,765-650,407-179,F
16,4,2014,21,46,888-888,641-895,641-895,I
16,4,2014,21,51,777-777,362-450,362-450,I
16,4,2014,21,56,999-999,668-901,362-450,F
16,4,2014,22,3,777-777,102-704,362-450,F
16,4,2014,22,5,777-777,711-811,711-811,I
16,4,2014,22,10,888-888,606-969,641-895,F
16,4,2014,22,18,777-777,494-318,711-811,F
16,4,2014,22,19,999-999,659-340,659-340,I
16,4,2014,22,38,888-888,884-481,884-481,I
16,4,2014,23,16,888-888,645-289,884-481,F
16,4,2014,23,18,777-777,270-713,270-713,I
16,4,2014,23,21,999-999,540-451,659-340,F
16,4,2014,23,33,888-888,437-032,437-032,I
16,4,2014,23,39,888-888,853-439,437-032,F
16,4,2014,23,51,999-999,243-240,243-240,I
16,4,2014,23,58,777-777,550-515,270-713,F
17,4,2014,0,2,999-999,096-996,243-240,F
17,4,2014,0,9,777-777,830-719,830-719,I
17,4,2014,0,34,888-888,441-856,441-856,I
17,4,2014,0,42,999-999,550-515,550-515,I
17,4,2014,1,11,888-888,441-856,441-856,F
17,4,2014,1,18,777-777,606-969,830-719,F
17,4,2014,1,19,888-888,734-320,734-320,I
17,4,2014,1,20,999-999,215-621,550-515,F
17,4,2014,1,22,777-777,102-704,102-704,I
17,4,2014,1,31,888-888,853-439,734-320,F
17,4,2014,1,35,777-777,728-994,102-704,F
17,4,2014,1,48,888-888,393-359,393-359,I
17,4,2014,2,4,999-999,895-483,895-483,I
17,4,2014,2,18,999-999,664-435,895-483,F
17,4,2014,2,23,999-999,566-456,566-456,I
17,4,2014,2,23,999-999,744-955,566-456,F
17,4,2014,2,25,999-999,569-307,569-307,I
17,4,2014,2,35,777-777,560-747,560-747,I
17,4,2014,2,51,777-777,264-323,560-747,F
17,4,2014,2,53,777-777,676-556,676-556,I
17,4,2014,2,58,888-888,550-515,393-359,F
17,4,2014,3,11,888-888,884-481,884-481,I
17,4,2014,3,18,777-777,096-996,676-556,F
17,4,2014,3,36,888-888,765-650,884-481,F
17,4,2014,3,43,999-999,414-720,569-307,F
17,4,2014,4,2,777-777,641-895,641-895,I
17,4,2014,4,3,777-777,853-439,641-895,F
17,4,2014,4,8,777-777,384-737,384-737,I
17,4,2014,4,35,999-999,953-940,953-940,I
17,4,2014,4,58,888-888,953-940,953-940,I
17,4,2014,5,2,777-777,479-476,384-737,F
17,4,2014,5,11,999-999,606-969,953-940,F
17,4,2014,5,14,999-999,778-383,778-383,I
17,4,2014,5,28,888-888,584-794,953-940,F
17,4,2014,5,28,888-888,953-940,953-940,I
17,4,2014,5,32,777-777,606-969,606-969,I
17,4,2014,5,35,888-888,414-720,953-940,F
17,4,2014,5,43,999-999,175-794,778-383,F
17,4,2014,5,50,888-888,705-198,705-198,I
17,4,2014,5,55,888-888,664-435,705-198,F
17,4,2014,6,3,888-888,894-693,894-693,I
17,4,2014,6,14,777-777,133-919,606-969,F
17,4,2014,6,29,999-999,668-901,668-901,I
17,4,2014,6,44,888-888,414-720,894-693,F
17,4,2014,6,49,888-888,185-652,185-652,I
17,4,2014,6,56,777-777,829-984,829-984,I
17,4,2014,6,59,777-777,160-939,829-984,F
17,4,2014,7,1,888-888,180-434,185-652,F
17,4,2014,7,2,777-777,736-976,736-976,I
17,4,2014,7,6,777-777,096-996,736-976,F
17,4,2014,7,16,999-999,110-733,668-901,F
17,4,2014,8,3,999-999,990-940,990-940,I
17,4,2014,8,3,999-999,952-129,990-940,F
17,4,2014,8,4,999-999,460-290,460-290,I
17,4,2014,8,9,777-777,407-179,407-179,I
17,4,2014,8,10,888-888,530-135,530-135,I
17,4,2014,8,32,777-777,521-151,407-179,F
17,4,2014,8,36,999-999,128-973,460-290,F
17,4,2014,8,37,777-777,676-556,676-556,I
17,4,2014,8,44,888-888,705-911,530-135,F
17,4,2014,9,1,888-888,315-664,315-664,I
17,4,2014,9,12,777-777,638-077,676-556,F
17,4,2014,9,13,777-777,566-456,566-456,I
17,4,2014,9,18,777-777,830-001,566-456,F
17,4,2014,9,42,999-999,778-383,778-383,I
17,4,2014,9,45,888-888,394-441,315-664,F
17,4,2014,9,50,777-777,470-128,470-128,I
17,4,2014,9,50,999-999,394-441,778-383,F
17,4,2014,9,54,888-888,836-032,836-032,I
17,4,2014,9,58,777-777,205-205,470-128,F
17,4,2014,10,15,777-777,953-940,953-940,I
17,4,2014,10,17,777-777,795-375,953-940,F
17,4,2014,10,17,999-999,709-539,709-539,I
17,4,2014,10,30,777-777,295-838,295-838,I
17,4,2014,10,33,999-999,131-864,709-539,F
17,4,2014,10,36,888-888,700-151,836-032,F
17,4,2014,10,49,999-999,540-451,540-451,I
17,4,2014,10,52,888-888,910-460,910-460,I
17,4,2014,11,7,888-888,479-476,910-460,F
17,4,2014,11,9,999-999,441-856,540-451,F
17,4,2014,11,11,999-999,693-046,693-046,I
17,4,2014,11,23,888-888,700-151,700-151,I
17,4,2014,11,32,999-999,814-087,693-046,F
17,4,2014,11,37,888-888,705-198,700-151,F
17,4,2014,11,39,777-777,540-451,295-838,F
17,4,2014,12,2,999-999,598-389,598-389,I
17,4,2014,12,5,999-999,220-106,598-389,F
17,4,2014,12,9,999-999,276-237,276-237,I
17,4,2014,12,14,999-999,830-001,276-237,F
17,4,2014,12,15,999-999,133-919,133-919,I
17,4,2014,12,32,777-777,554-823,554-823,I
17,4,2014,12,33,777-777,850-469,554-823,F
17,4,2014,12,46,888-888,368-095,368-095,I
17,4,2014,12,59,777-777,449-580,449-580,I
17,4,2014,13,0,999-999,449-580,133-919,F
17,4,2014,13,4,777-777,651-336,449-580,F
17,4,2014,13,9,999-999,358-198,358-198,I
17,4,2014,13,16,999-999,711-811,358-198,F
17,4,2014,13,25,999-999,729-133,729-133,I
17,4,2014,13,25,777-777,449-580,449-580,I
17,4,2014,14,3,999-999,554-823,729-133,F
17,4,2014,14,4,999-999,420-586,420-586,I
17,4,2014,14,8,999-999,641-926,420-586,F
17,4,2014,14,22,777-777,860-973,449-580,F
17,4,2014,14,36,777-777,160-939,160-939,I
17,4,2014,15,3,888-888,449-580,368-095,F
17,4,2014,15,8,777-777,812-548,160-939,F
17,4,2014,15,10,999-999,139-853,139-853,I
17,4,2014,15,13,777-777,730-977,730-977,I
17,4,2014,15,20,777-777,180-434,730-977,F
17,4,2014,15,22,888-888,521-151,521-151,I
17,4,2014,15,32,888-888,910-460,521-151,F
17,4,2014,15,52,999-999,540-451,139-853,F
17,4,2014,15,53,999-999,415-119,415-119,I
17,4,2014,16,10,888-888,895-483,895-483,I
17,4,2014,16,34,777-777,470-128,470-128,I
17,4,2014,16,37,777-777,659-340,470-128,F
17,4,2014,16,59,777-777,659-340,659-340,I
17,4,2014,17,1,999-999,414-720,415-119,F
17,4,2014,17,9,888-888,290-129,895-483,F
17,4,2014,17,14,999-999,131-864,131-864,I
17,4,2014,17,16,888-888,180-434,180-434,I
17,4,2014,17,25,888-888,706-375,180-434,F
17,4,2014,17,26,999-999,778-692,131-864,F
17,4,2014,17,31,999-999,829-984,829-984,I
17,4,2014,17,44,777-777,205-205,659-340,F
17,4,2014,17,44,888-888,148-880,148-880,I
17,4,2014,17,46,888-888,570-391,148-880,F
17,4,2014,17,46,777-777,264-323,264-323,I
17,4,2014,17,54,777-777,729-133,264-323,F
17,4,2014,17,54,888-888,518-403,518-403,I
17,4,2014,17,55,777-777,384-737,384-737,I
17,4,2014,17,59,777-777,148-880,384-737,F
17,4,2014,18,0,888-888,729-133,518-403,F
17,4,2014,18,5,777-777,422-699,422-699,I
17,4,2014,18,5,777-777,953-940,422-699,F
17,4,2014,18,29,777-777,315-664,315-664,I
17,4,2014,18,31,888-888,460-290,460-290,I
17,4,2014,18,40,888-888,368-095,460-290,F
17,4,2014,18,42,777-777,667-741,315-664,F
17,4,2014,18,44,888-888,449-580,449-580,I
17,4,2014,18,45,777-777,523-638,523-638,I
17,4,2014,18,46,999-999,598-558,829-984,F
17,4,2014,19,4,777-777,286-218,523-638,F
17,4,2014,19,9,999-999,702-839,702-839,I
17,4,2014,19,18,999-999,192-992,702-839,F
17,4,2014,19,23,999-999,645-289,645-289,I
17,4,2014,19,33,777-777,570-391,570-391,I
17,4,2014,19,42,888-888,527-735,449-580,F
17,4,2014,19,42,888-888,139-853,139-853,I
17,4,2014,19,50,888-888,709-539,139-853,F
17,4,2014,19,52,777-777,148-880,570-391,F
17,4,2014,19,55,888-888,186-069,186-069,I
17,4,2014,20,2,999-999,814-087,645-289,F
17,4,2014,20,7,999-999,566-456,566-456,I
17,4,2014,20,41,777-777,434-112,434-112,I
17,4,2014,20,53,777-777,884-481,434-112,F
17,4,2014,20,58,888-888,110-733,186-069,F
17,4,2014,21,7,888-888,276-237,276-237,I
17,4,2014,21,19,888-888,910-460,276-237,F
17,4,2014,21,19,777-777,249-168,249-168,I
17,4,2014,21,22,999-999,521-151,566-456,F
17,4,2014,21,38,888-888,186-069,186-069,I
17,4,2014,21,43,777-777,368-095,249-168,F
17,4,2014,21,48,888-888,185-652,186-069,F
17,4,2014,21,51,888-888,414-720,414-720,I
17,4,2014,21,53,888-888,131-864,414-720,F
17,4,2014,21,55,999-999,203-051,203-051,I
17,4,2014,21,56,999-999,160-939,203-051,F
17,4,2014,22,5,777-777,829-984,829-984,I
17,4,2014,22,8,888-888,422-699,422-699,I
17,4,2014,22,15,999-999,651-336,651-336,I
17,4,2014,22,37,999-999,598-558,651-336,F
17,4,2014,22,46,999-999,730-977,730-977,I
17,4,2014,22,47,777-777,192-992,829-984,F
17,4,2014,22,47,777-777,128-973,128-973,I
17,4,2014,22,52,999-999,131-864,730-977,F
17,4,2014,23,27,777-777,651-336,128-973,F
17,4,2014,23,29,888-888,131-864,422-699,F
17,4,2014,23,32,888-888,494-318,494-318,I
17,4,2014,23,40,777-777,276-237,276-237,I
17,4,2014,23,43,888-888,523-638,494-318,F
17,4,2014,23,47,777-777,518-403,276-237,F
17,4,2014,23,55,888-888,243-240,243-240,I
18,4,2014,0,1,888-888,362-450,243-240,F
18,4,2014,0,5,888-888,734-320,734-320,I
18,4,2014,0,10,777-777,664-435,664-435,I
18,4,2014,0,15,888-888,127-743,734-320,F
18,4,2014,0,23,888-888,914-310,914-310,I
18,4,2014,0,37,777-777,990-940,664-435,F
18,4,2014,0,42,999-999,407-179,407-179,I
18,4,2014,0,50,777-777,315-664,315-664,I
18,4,2014,1,0,999-999,765-650,407-179,F
18,4,2014,1,2,999-999,295-838,295-838,I
18,4,2014,1,14,777-777,570-391,315-664,F
18,4,2014,1,30,888-888,170-652,914-310,F
18,4,2014,1,46,999-999,853-439,295-838,F
18,4,2014,2,21,777-777,185-652,185-652,I
18,4,2014,3,17,888-888,384-737,384-737,I
18,4,2014,3,20,777-777,560-747,185-652,F
18,4,2014,3,41,999-999,270-713,270-713,I
18,4,2014,3,46,888-888,728-994,384-737,F
18,4,2014,4,2,777-777,420-586,420-586,I
18,4,2014,4,3,777-777,659-340,420-586,F
18,4,2014,4,6,999-999,606-969,270-713,F
18,4,2014,4,20,888-888,185-652,185-652,I
18,4,2014,4,23,999-999,850-469,850-469,I
18,4,2014,4,33,999-999,347-222,850-469,F
18,4,2014,4,54,888-888,693-046,185-652,F
18,4,2014,5,34,777-777,834-103,834-103,I
18,4,2014,5,35,777-777,460-290,834-103,F
18,4,2014,5,43,999-999,651-336,651-336,I
18,4,2014,5,46,888-888,554-823,554-823,I
18,4,2014,6,21,999-999,850-469,651-336,F
18,4,2014,6,42,777-777,205-205,205-205,I
18,4,2014,6,50,999-999,812-548,812-548,I
18,4,2014,7,19,999-999,180-434,812-548,F
18,4,2014,7,24,888-888,705-911,554-823,F
18,4,2014,7,33,777-777,270-713,205-205,F
18,4,2014,7,33,999-999,693-046,693-046,I
18,4,2014,8,13,777-777,706-375,706-375,I
18,4,2014,8,13,888-888,598-558,598-558,I
18,4,2014,8,13,777-777,484-815,706-375,F
18,4,2014,8,23,999-999,894-693,693-046,F
18,4,2014,8,24,999-999,524-351,524-351,I
18,4,2014,8,28,999-999,129-360,524-351,F
18,4,2014,8,33,999-999,700-151,700-151,I
18,4,2014,8,40,777-777,129-360,129-360,I
18,4,2014,8,48,888-888,422-699,598-558,F
18,4,2014,8,53,777-777,953-940,129-360,F
18,4,2014,8,58,777-777,407-179,407-179,I
18,4,2014,9,5,888-888,829-984,829-984,I
18,4,2014,9,6,999-999,545-330,700-151,F
18,4,2014,9,16,888-888,550-515,829-984,F
18,4,2014,9,51,999-999,185-652,185-652,I
18,4,2014,10,3,777-777,422-699,407-179,F
18,4,2014,10,7,999-999,384-737,185-652,F
18,4,2014,10,14,888-888,761-931,761-931,I
18,4,2014,10,21,888-888,470-128,761-931,F
18,4,2014,10,24,888-888,736-976,736-976,I
18,4,2014,10,41,888-888,449-655,736-976,F
18,4,2014,10,43,999-999,309-289,309-289,I
18,4,2014,11,5,999-999,384-737,309-289,F
18,4,2014,11,9,777-777,518-403,518-403,I
18,4,2014,11,19,888-888,407-179,407-179,I
18,4,2014,11,19,888-888,511-261,407-179,F
18,4,2014,11,27,999-999,651-336,651-336,I
18,4,2014,11,31,888-888,449-580,449-580,I
18,4,2014,11,32,888-888,511-261,449-580,F
18,4,2014,11,42,999-999,205-205,651-336,F
18,4,2014,11,50,888-888,393-359,393-359,I
18,4,2014,11,54,888-888,129-360,393-359,F
18,4,2014,11,56,888-888,598-389,598-389,I
18,4,2014,11,56,999-999,426-972,426-972,I
18,4,2014,12,0,777-777,702-839,518-403,F
18,4,2014,12,4,777-777,778-692,778-692,I
18,4,2014,12,13,777-777,550-515,778-692,F
18,4,2014,12,25,888-888,837-966,598-389,F
18,4,2014,12,26,888-888,422-699,422-699,I
18,4,2014,12,28,888-888,977-895,422-699,F
18,4,2014,12,49,888-888,584-794,584-794,I
18,4,2014,12,51,777-777,910-460,910-460,I
18,4,2014,12,58,888-888,362-450,584-794,F
18,4,2014,13,0,777-777,156-115,910-460,F
18,4,2014,13,3,999-999,394-441,426-972,F
18,4,2014,13,40,777-777,860-973,860-973,I
18,4,2014,13,44,888-888,368-095,368-095,I
18,4,2014,13,53,888-888,598-389,368-095,F
18,4,2014,13,53,999-999,511-261,511-261,I
18,4,2014,14,2,999-999,518-403,511-261,F
18,4,2014,14,27,777-777,550-515,860-973,F
18,4,2014,14,36,777-777,946-500,946-500,I
18,4,2014,14,45,888-888,651-336,651-336,I
18,4,2014,14,52,888-888,702-839,651-336,F
18,4,2014,14,57,777-777,645-289,946-500,F
18,4,2014,15,23,777-777,215-621,215-621,I
18,4,2014,15,26,777-777,203-051,215-621,F
18,4,2014,15,31,777-777,853-439,853-439,I
18,4,2014,15,35,888-888,834-103,834-103,I
18,4,2014,15,46,777-777,347-222,853-439,F
18,4,2014,15,56,999-999,829-984,829-984,I
18,4,2014,16,7,777-777,437-032,437-032,I
18,4,2014,16,12,888-888,709-539,834-103,F
18,4,2014,16,14,777-777,744-955,437-032,F
18,4,2014,16,24,999-999,761-931,829-984,F
18,4,2014,16,32,999-999,186-069,186-069,I
18,4,2014,16,47,777-777,914-310,914-310,I
18,4,2014,16,48,999-999,393-359,186-069,F
18,4,2014,16,54,777-777,131-864,914-310,F
18,4,2014,16,57,888-888,127-743,127-743,I
18,4,2014,17,0,777-777,977-895,977-895,I
18,4,2014,17,9,888-888,795-375,127-743,F
18,4,2014,17,31,888-888,215-621,215-621,I
18,4,2014,17,38,999-999,131-864,131-864,I
18,4,2014,18,1,777-777,110-733,977-895,F
18,4,2014,18,13,999-999,374-261,131-864,F
18,4,2014,18,17,999-999,203-051,203-051,I
18,4,2014,18,20,888-888,761-931,215-621,F
18,4,2014,18,22,999-999,347-222,203-051,F
18,4,2014,18,40,888-888,205-205,205-205,I
18,4,2014,18,49,777-777,946-500,946-500,I
18,4,2014,19,10,888-888,393-359,205-205,F
18,4,2014,19,10,888-888,676-556,676-556,I
18,4,2014,19,20,888-888,828-423,676-556,F
18,4,2014,19,27,888-888,876-218,876-218,I
18,4,2014,19,47,777-777,700-151,946-500,F
18,4,2014,19,58,777-777,910-460,910-460,I
18,4,2014,20,10,888-888,530-135,876-218,F
18,4,2014,20,10,888-888,910-460,910-460,I
18,4,2014,20,13,999-999,518-403,518-403,I
18,4,2014,20,19,888-888,545-330,910-460,F
18,4,2014,20,27,888-888,384-737,384-737,I
18,4,2014,20,37,777-777,131-864,910-460,F
18,4,2014,20,39,888-888,946-500,384-737,F
18,4,2014,20,46,888-888,644-829,644-829,I
18,4,2014,20,59,999-999,598-389,518-403,F
18,4,2014,21,19,999-999,953-940,953-940,I
18,4,2014,21,29,999-999,734-320,953-940,F
18,4,2014,21,45,888-888,689-975,644-829,F
18,4,2014,22,5,999-999,470-128,470-128,I
18,4,2014,22,14,888-888,386-800,386-800,I
18,4,2014,22,22,777-777,175-794,175-794,I
18,4,2014,22,37,888-888,812-548,386-800,F
18,4,2014,23,11,777-777,286-218,175-794,F
18,4,2014,23,13,888-888,131-864,131-864,I
18,4,2014,23,31,777-777,736-976,736-976,I
18,4,2014,23,42,777-777,834-103,736-976,F
19,4,2014,1,0,999-999,569-307,470-128,F
19,4,2014,1,17,999-999,276-237,276-237,I
19,4,2014,1,19,888-888,334-388,131-864,F
19,4,2014,1,25,777-777,358-198,358-198,I
19,4,2014,1,26,777-777,131-864,358-198,F
19,4,2014,1,27,777-777,829-984,829-984,I
19,4,2014,1,33,777-777,728-994,829-984,F
19,4,2014,1,38,999-999,511-592,276-237,F
19,4,2014,1,48,777-777,394-441,394-441,I
19,4,2014,1,50,777-777,705-911,394-441,F
19,4,2014,1,56,999-999,420-586,420-586,I
19,4,2014,1,59,777-777,836-032,836-032,I
19,4,2014,2,10,888-888,705-911,705-911,I
19,4,2014,2,32,888-888,830-001,705-911,F
19,4,2014,2,57,888-888,148-880,148-880,I
19,4,2014,3,4,777-777,645-289,836-032,F
19,4,2014,3,32,777-777,315-664,315-664,I
19,4,2014,3,38,777-777,205-205,315-664,F
19,4,2014,4,0,777-777,205-205,205-205,I
19,4,2014,4,4,888-888,829-984,148-880,F
19,4,2014,4,16,888-888,243-240,243-240,I
19,4,2014,4,29,999-999,606-969,420-586,F
19,4,2014,4,29,888-888,730-977,243-240,F
19,4,2014,5,3,777-777,170-652,205-205,F
19,4,2014,5,4,888-888,836-032,836-032,I
19,4,2014,5,6,888-888,711-811,836-032,F
19,4,2014,5,28,999-999,205-205,205-205,I
19,4,2014,5,40,888-888,668-901,668-901,I
19,4,2014,5,56,777-777,205-205,205-205,I
19,4,2014,6,3,999-999,175-794,205-205,F
19,4,2014,6,4,888-888,110-733,668-901,F
19,4,2014,6,16,999-999,524-351,524-351,I
19,4,2014,6,26,777-777,795-375,205-205,F
19,4,2014,6,35,888-888,220-106,220-106,I
19,4,2014,6,45,888-888,110-733,220-106,F
19,4,2014,6,57,999-999,860-973,524-351,F
19,4,2014,7,20,888-888,374-261,374-261,I
19,4,2014,7,22,999-999,953-940,953-940,I
19,4,2014,7,22,999-999,133-919,953-940,F
19,4,2014,7,27,777-777,527-735,527-735,I
19,4,2014,7,35,777-777,096-996,527-735,F
19,4,2014,7,50,999-999,774-014,774-014,I
19,4,2014,8,12,777-777,540-451,540-451,I
19,4,2014,8,13,888-888,990-940,374-261,F
19,4,2014,8,21,888-888,524-351,524-351,I
19,4,2014,8,26,888-888,706-375,524-351,F
19,4,2014,8,46,999-999,700-151,774-014,F
19,4,2014,8,49,999-999,700-151,700-151,I
19,4,2014,8,50,777-777,836-032,540-451,F
19,4,2014,9,12,999-999,837-966,700-151,F
19,4,2014,9,26,999-999,990-940,990-940,I
19,4,2014,9,27,888-888,477-266,477-266,I
19,4,2014,9,41,888-888,449-655,477-266,F
19,4,2014,9,57,777-777,641-926,641-926,I
19,4,2014,10,21,777-777,347-222,641-926,F
19,4,2014,10,21,777-777,761-931,761-931,I
19,4,2014,10,40,999-999,693-046,990-940,F
19,4,2014,10,53,777-777,554-823,761-931,F
19,4,2014,11,7,999-999,243-240,243-240,I
19,4,2014,11,16,888-888,744-955,744-955,I
19,4,2014,11,26,777-777,693-046,693-046,I
19,4,2014,11,26,777-777,778-383,693-046,F
19,4,2014,11,39,999-999,394-441,243-240,F
19,4,2014,11,45,999-999,711-811,711-811,I
19,4,2014,11,45,888-888,426-972,744-955,F
19,4,2014,12,11,777-777,358-198,358-198,I
19,4,2014,12,13,777-777,334-388,358-198,F
19,4,2014,12,25,777-777,347-222,347-222,I
19,4,2014,12,30,999-999,386-800,711-811,F
